,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1668_2,1,9,2,1,1,4,1,6,3,1,2,3,6,4,3,5,4,3,3,3,1,1,5,7,3,4,2,6,0,0,5,0,2,3,3,1,5,3,4,4,7,1,2,1,0,7,3,4,2,3
1668_3,65,41,42,11,28,14,35,30,51,61,35,76,81,31,13,27,59,47,45,56,23,7,43,52,43,46,53,25,49,21,77,44,40,30,60,25,35,48,66,100,90,7,33,17,23,46,33,25,57,26
1763_10,2,102,8,6,21,40,15,3,9,10,17,4,10,9,3,98,58,21,24,5,12,15,26,17,8,9,7,9,24,9,13,21,12,17,27,34,8,57,14,25,20,5,11,10,9,11,12,5,17,5
1763_11,7,96,9,7,12,24,16,11,13,9,21,8,8,4,1,68,65,27,16,4,7,15,21,16,13,12,9,6,25,10,13,24,9,16,33,23,8,52,12,39,20,7,8,9,27,10,9,7,17,5
88_4,0,0,2,0,2,0,0,0,2,0,2,1,1,0,1,0,3,1,2,2,2,0,1,0,0,1,7,1,3,0,2,1,1,0,0,0,0,4,2,0,1,2,0,0,0,0,0,0,1,0
173_2,1,1,0,1,3,3,0,0,2,1,1,0,3,0,1,1,0,1,9,1,0,4,1,3,0,1,0,3,6,1,1,0,5,2,0,1,1,0,3,0,1,2,1,0,1,0,1,0,0,0
173_1,2,0,0,4,1,7,0,5,1,0,0,3,3,3,1,0,0,1,3,3,0,3,2,0,0,0,0,0,4,1,3,0,1,3,0,0,2,0,0,0,6,1,2,4,0,1,0,8,1,0
867_2,85,4,3,0,9,57,3,9,9,5,15,11,22,6,7,5,7,8,7,6,10,31,6,2,2,11,9,10,10,2,15,3,6,1,7,4,3,8,7,2,74,0,8,9,8,10,5,7,10,8
2156_1,0,0,4,0,0,7,0,0,0,0,0,5,2,3,4,1,5,0,0,2,0,0,0,1,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,8,0,0,3,0,0,0,2,0,0,0
746_4,0,0,0,0,0,8,1,1,0,2,1,1,1,1,0,0,3,1,3,1,0,19,1,1,0,5,5,0,0,0,0,1,0,0,2,0,1,1,3,5,0,0,1,1,0,1,3,0,1,0
746_7,6,5,13,6,13,25,14,23,15,24,3,14,11,29,6,5,9,19,17,8,10,27,24,17,10,13,10,27,19,2,9,8,7,18,8,12,17,6,14,1,4,11,33,13,14,15,4,9,19,2
746_6,1,0,1,1,0,4,0,0,1,2,0,5,5,1,0,0,2,0,0,5,0,8,0,0,0,7,6,1,1,0,3,2,0,0,2,0,1,2,1,8,1,1,1,4,0,4,0,0,1,0
746_1,3,0,0,2,2,5,1,1,1,0,5,2,3,1,3,3,2,2,2,2,1,4,1,4,0,1,0,1,4,1,3,0,1,1,1,0,0,1,3,0,7,0,3,0,0,1,0,3,1,3
91_2,2,0,0,1,3,0,0,0,2,0,0,2,0,0,5,0,2,0,0,5,0,3,0,0,1,2,5,0,0,1,0,0,0,0,0,0,0,2,1,2,3,0,1,0,0,3,0,1,3,0
746_3,64,71,12,9,1,25,10,12,8,5,69,40,17,25,8,5,25,9,9,45,12,10,14,1,5,9,7,8,10,47,21,7,6,18,11,4,8,16,11,10,51,14,19,30,21,8,11,62,1,83
746_2,6,0,1,0,1,3,1,4,1,3,0,8,1,3,3,3,2,3,3,7,3,1,5,2,2,2,2,0,3,2,0,1,3,0,1,1,0,2,3,1,0,0,2,3,0,1,2,0,5,0
969_8,25,33,21,33,24,26,14,28,13,11,44,18,25,13,8,10,6,22,13,24,11,47,16,12,16,11,2,9,11,19,21,16,11,59,8,24,12,9,7,6,29,64,6,27,57,11,6,56,13,47
930_1,12,14,27,153,6,48,20,24,12,10,10,15,9,12,13,67,24,11,17,12,19,36,11,9,22,12,17,25,12,66,12,61,12,23,7,36,9,20,25,6,47,208,14,42,41,10,13,7,14,26
930_2,4,32,26,149,22,54,31,35,16,20,17,9,6,14,18,82,16,20,20,14,13,42,27,27,27,12,16,26,20,86,11,54,19,34,11,58,11,16,22,6,53,235,13,51,51,7,6,10,20,28
930_3,16,21,30,138,32,63,40,32,25,22,34,31,20,37,10,64,23,36,35,27,42,57,27,29,34,27,13,45,26,70,24,80,32,48,18,48,15,25,25,10,47,220,49,45,17,23,29,22,18,21
930_4,7,21,27,117,64,57,46,24,24,25,34,24,18,24,15,62,23,54,25,17,19,55,23,30,43,21,9,35,28,94,31,76,27,55,21,85,7,24,27,17,57,239,28,52,62,29,11,31,26,27
930_5,20,15,27,109,45,42,35,31,21,25,30,22,28,31,26,61,21,38,24,28,23,57,33,33,38,19,24,29,23,81,21,55,31,57,22,56,13,23,26,8,42,229,27,37,44,21,20,16,38,23
930_6,16,20,38,91,38,49,31,30,21,22,23,12,19,23,13,55,18,21,29,11,10,55,28,34,36,18,12,26,32,81,16,45,22,37,23,39,8,15,22,13,46,225,11,31,37,8,11,25,20,21
930_7,45,12,31,75,56,44,25,20,29,33,16,19,15,26,15,60,17,44,35,10,23,56,29,25,28,15,14,32,24,83,10,55,26,38,16,44,14,12,12,14,45,141,26,24,50,20,10,25,16,27
930_8,68,22,16,91,37,42,28,31,24,24,21,14,8,31,15,33,20,20,27,16,19,45,24,17,23,14,11,39,24,53,11,41,24,48,5,42,23,17,22,11,73,75,32,23,40,15,14,6,16,15
1520_2,0,0,5,1,0,0,4,1,3,3,0,1,0,1,0,15,1,4,1,0,2,0,5,9,3,3,0,0,1,2,0,16,10,8,0,32,0,0,2,1,0,1,3,0,4,1,4,0,1,1
1520_1,0,3,4,0,4,0,1,2,2,3,0,0,0,0,1,16,1,9,4,0,1,0,3,10,3,1,1,0,2,1,0,20,12,6,0,39,1,1,2,1,0,0,0,0,4,0,2,0,1,2
1252_4,15,2,5,22,10,69,19,10,18,17,5,3,12,17,10,5,7,18,24,4,10,22,17,14,15,10,8,111,29,4,9,8,10,27,28,13,5,4,11,2,9,19,21,14,13,10,5,5,13,2
1744_7,32,12,17,4,17,19,12,3,7,19,12,17,29,22,31,14,16,9,17,24,8,13,6,20,17,34,18,22,17,11,28,13,18,5,37,2,6,10,26,10,33,3,21,12,13,25,11,14,28,23
926_1,16,1,0,5,0,7,0,2,0,2,2,2,3,6,1,0,2,5,1,4,3,16,4,0,1,4,0,0,2,4,0,1,0,5,0,0,0,1,3,0,8,10,3,6,5,7,1,2,0,6
531_4,1,2,1,2,9,8,2,0,2,3,0,0,3,3,0,3,4,4,9,0,3,4,3,2,1,2,7,5,4,0,2,1,2,1,2,7,1,4,3,3,0,1,1,1,0,1,2,1,3,0
258_1,21,5,4,13,21,59,5,36,5,4,11,8,4,11,0,4,0,15,17,13,6,50,14,2,0,5,1,6,14,8,7,0,7,7,0,11,11,1,1,0,13,33,9,23,2,4,13,12,3,1
258_3,11,3,1,8,5,13,1,8,5,1,8,10,4,5,0,1,4,16,7,9,6,18,5,2,1,4,0,0,10,1,5,0,3,2,0,3,7,1,3,0,10,5,7,16,2,1,3,9,2,0
258_2,0,0,2,5,3,1,0,3,2,2,1,0,0,1,0,1,4,2,3,0,7,3,4,0,0,1,1,0,1,0,0,0,0,4,0,0,0,4,2,1,0,4,2,1,0,3,1,0,0,0
1448_8,6,4,8,5,0,1,0,0,5,8,2,5,7,10,8,1,11,1,0,1,3,11,1,1,0,6,20,4,2,2,7,0,2,1,6,0,0,12,5,6,5,8,11,3,2,7,1,5,8,2
1448_9,25,4,9,1,6,19,4,6,4,9,1,12,8,4,19,3,20,3,8,14,2,10,4,6,1,9,21,5,13,3,16,4,10,10,19,1,3,24,15,65,20,1,1,2,5,10,3,1,8,7
1448_4,11,13,8,4,1,27,0,1,3,10,10,3,4,12,10,1,7,0,0,4,2,36,0,2,0,6,19,9,0,11,2,1,1,0,2,1,0,8,4,8,12,4,12,8,2,7,1,6,12,1
1448_5,12,5,3,5,1,5,0,2,4,8,3,8,6,15,6,1,7,4,4,9,4,19,2,0,1,6,20,7,1,3,6,0,0,0,9,0,1,13,2,6,1,0,15,1,2,10,1,10,9,4
1060_4,3,3,5,0,15,16,7,5,0,1,1,2,4,4,2,0,5,9,8,5,2,10,9,4,7,1,0,5,8,0,4,3,6,2,5,11,12,5,1,2,0,0,4,3,2,6,6,3,2,0
1060_5,1,0,12,1,17,15,4,8,5,2,4,2,4,3,5,6,7,8,2,6,1,12,7,8,8,3,4,4,2,2,7,13,4,2,8,2,2,5,6,9,7,2,3,3,3,8,3,2,12,3
1060_2,66,194,61,15,34,133,77,72,15,21,164,87,82,22,12,122,23,53,27,81,22,92,44,40,98,23,15,17,32,115,80,141,38,108,62,56,42,18,25,45,80,12,21,29,35,17,46,24,30,273
1060_3,43,115,41,38,45,138,84,100,18,19,124,53,74,26,10,115,23,44,30,45,33,125,39,34,81,19,6,23,30,103,89,153,38,108,32,59,40,17,34,21,147,40,19,39,51,24,49,26,30,173
1448_2,5,3,2,3,0,2,0,0,1,1,3,1,3,4,0,0,6,1,5,3,1,2,1,0,0,4,1,0,7,6,6,1,1,0,0,0,2,5,5,0,8,7,1,2,0,4,1,2,2,7
1060_1,10,1,2,1,11,6,3,20,6,6,2,7,5,12,3,2,5,6,10,5,3,4,5,3,3,8,4,1,12,4,7,0,4,3,3,1,2,7,2,2,1,1,4,3,1,10,6,15,1,3
914_6,65,58,49,15,7,25,24,28,36,34,40,48,31,36,15,48,44,58,36,49,34,29,46,24,22,39,36,13,29,41,36,56,25,13,20,32,32,39,28,20,19,12,34,39,10,35,40,26,56,54
531_3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914_7,56,47,70,2,9,37,23,27,42,33,34,56,46,37,24,43,49,44,35,49,32,36,42,25,20,47,34,24,30,32,37,50,28,12,20,25,31,42,34,15,21,9,34,43,10,53,28,29,60,36
914_4,51,78,77,14,16,70,30,38,45,37,26,52,38,36,19,47,58,36,44,64,51,45,44,27,25,47,26,16,38,42,25,45,31,29,16,33,50,42,31,14,17,14,46,50,13,49,37,42,45,55
969_7,13,39,11,15,22,24,14,23,20,14,41,28,45,15,8,16,15,25,15,26,21,21,20,16,29,16,8,19,15,31,41,16,12,35,26,9,23,15,15,34,34,18,17,43,60,18,17,21,14,48
183_3,2,1,3,2,5,1,1,6,9,4,2,12,11,7,0,4,2,1,7,9,3,3,3,13,2,10,5,4,8,2,3,5,8,2,2,0,6,2,7,0,1,2,9,5,0,11,5,1,7,1
2198_4,10,3,1,0,5,7,0,1,2,3,1,5,1,7,5,0,2,4,3,4,1,21,3,0,0,2,6,4,5,4,2,3,0,0,0,0,0,5,3,0,7,0,5,3,0,3,0,3,4,0
2198_3,16,4,4,1,4,4,0,4,5,1,1,7,3,3,5,1,2,1,8,7,0,17,1,2,1,3,7,4,5,1,6,0,2,0,4,0,1,4,2,1,2,5,12,9,0,14,2,4,3,2
2198_2,3,5,2,3,0,5,1,0,1,0,2,1,1,1,4,0,11,2,0,1,0,15,0,0,1,1,7,3,1,1,3,0,1,0,2,0,0,6,5,2,3,1,12,3,0,7,3,1,2,2
20_11,59,19,51,13,2,28,10,7,22,26,18,39,27,22,22,14,38,13,24,40,22,39,17,12,10,29,18,9,22,22,24,21,12,3,18,10,15,28,36,19,39,10,16,18,6,30,11,23,38,22
20_10,7,15,6,10,21,27,19,15,12,10,10,3,8,18,3,7,7,18,19,3,8,15,19,7,16,12,7,33,21,7,10,5,11,23,6,19,7,7,5,12,9,72,16,20,17,8,9,7,17,3
64_7,25,24,20,3,2,30,7,4,9,14,17,17,22,17,8,15,16,6,11,23,9,47,9,10,2,12,17,11,15,16,11,16,7,1,10,13,11,12,19,12,13,5,16,23,0,13,8,21,15,12
969_5,14,5,10,1,6,2,1,7,4,3,16,15,12,13,2,0,6,0,9,14,1,8,0,0,4,8,0,0,8,10,13,2,3,2,10,1,5,9,7,12,12,10,8,8,8,9,2,1,3,12
1504_8,1,14,8,5,8,8,12,23,10,16,13,13,16,16,0,7,5,5,14,12,12,5,13,5,12,13,7,8,11,11,12,9,7,20,5,4,8,4,9,2,2,3,23,9,24,13,16,5,8,21
971_4,169,14,64,52,28,108,53,48,30,29,26,24,27,26,2,229,7,57,33,34,40,130,51,33,79,17,18,33,23,11,29,236,34,34,17,96,12,7,39,17,138,43,32,59,55,14,22,20,29,31
971_1,13,16,0,19,23,35,7,15,5,5,20,18,13,17,5,8,13,11,21,17,8,31,8,7,2,16,10,13,23,16,9,3,5,3,9,9,9,20,11,0,28,16,26,15,6,22,6,51,5,14
971_3,0,0,2,1,12,6,3,4,2,1,3,1,1,3,2,0,1,7,7,4,4,3,4,9,6,3,2,4,2,1,1,3,3,1,1,3,5,2,2,8,1,1,2,3,0,4,2,2,2,0
971_2,3,5,6,4,6,6,2,8,7,10,9,2,2,11,2,0,11,5,18,8,5,5,9,6,1,12,14,4,18,2,1,6,3,0,4,0,0,10,16,1,2,5,11,10,0,15,3,0,6,2
914_1,3,2,3,10,5,12,8,13,6,4,10,10,9,10,4,4,3,13,14,8,3,22,11,7,7,6,2,5,17,4,11,2,11,2,2,5,6,3,5,3,15,9,15,6,3,9,6,4,8,2
519_1,0,0,0,8,4,3,0,3,2,0,0,0,0,4,0,1,2,0,2,0,2,3,1,1,0,1,1,1,5,0,0,0,0,0,0,0,2,0,0,6,0,8,2,1,0,1,0,0,0,0
657_6,362,50,52,31,21,37,31,17,44,28,45,115,78,21,21,41,41,33,14,106,55,86,30,33,27,21,22,12,18,55,85,50,44,6,11,9,38,45,28,60,353,30,14,78,26,23,31,60,39,28
757_20,27,1,9,0,1,0,0,4,2,1,1,10,3,5,0,4,0,4,4,12,0,2,4,2,2,2,5,4,2,2,0,3,1,5,2,0,2,2,4,8,0,0,5,3,0,3,0,1,0,4
757_21,28,4,10,0,1,0,3,0,0,2,3,13,4,4,2,2,5,4,0,11,0,2,5,3,1,5,3,3,3,7,3,4,3,1,1,1,0,3,3,8,0,0,3,8,0,6,2,3,2,2
657_7,166,30,45,40,7,20,15,27,36,25,30,81,34,33,16,17,21,16,17,66,34,57,17,22,11,16,11,6,14,46,46,30,19,16,1,3,27,26,16,21,149,28,22,67,18,15,34,38,24,32
64_9,19,0,0,0,7,1,1,2,0,1,0,0,2,0,2,0,0,2,0,0,1,2,1,1,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,29,0,2,0,1,0,0,0,0,0
210_4,8,6,5,41,11,11,2,3,5,6,1,3,20,6,1,2,11,8,7,4,3,21,9,5,4,5,2,11,13,8,10,3,4,3,28,5,8,7,4,26,16,20,6,3,12,3,7,3,3,5
64_8,24,27,48,5,7,31,11,13,23,21,20,25,30,14,15,32,30,39,24,35,8,44,19,15,14,37,21,8,25,21,27,50,17,12,15,31,8,22,22,25,14,1,17,24,7,31,11,22,47,21
210_1,3,5,1,9,6,15,1,9,1,0,4,1,6,3,0,3,2,6,6,4,2,11,5,7,2,6,0,2,7,1,2,1,3,1,6,3,4,2,1,4,3,7,3,6,3,8,6,3,1,0
210_3,0,1,3,1,4,6,5,1,4,6,2,5,7,4,2,4,0,13,6,2,3,3,5,18,4,5,1,9,7,0,13,7,12,9,8,14,3,3,4,3,3,2,7,3,7,3,5,2,4,2
210_2,0,3,4,6,4,7,12,8,3,9,1,1,4,11,0,4,1,22,6,7,6,7,17,10,11,12,1,10,8,0,4,3,9,8,17,15,8,3,6,7,0,5,12,7,18,13,7,2,9,6
657_2,14,9,14,22,25,30,8,7,5,6,16,10,19,14,3,5,11,18,12,8,13,65,11,10,12,15,5,22,8,120,19,5,8,22,33,19,9,11,6,17,18,124,11,24,26,8,3,8,2,5
1393_2,1,2,0,4,11,4,3,3,5,6,8,1,5,2,3,7,16,4,9,4,2,5,9,4,3,5,9,2,8,2,1,4,2,4,0,12,3,17,8,1,0,7,5,8,2,4,2,6,8,2
1393_1,1,5,5,5,8,4,3,14,4,3,4,13,9,6,10,3,13,6,8,5,3,3,6,3,2,3,15,5,12,4,9,3,4,6,5,3,3,13,7,2,10,6,3,3,0,5,7,7,4,2
422_3,9,11,17,30,24,14,15,17,13,15,21,31,22,14,5,14,8,11,18,18,20,23,16,13,13,23,7,15,19,13,30,18,12,6,19,15,10,6,19,35,4,50,10,38,16,15,14,22,17,16
422_4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
422_5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
422_6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
553_5,16,2,0,0,1,5,3,0,0,3,9,0,0,1,0,5,2,5,8,1,0,0,8,3,2,2,3,2,9,0,0,1,3,0,2,0,2,3,3,0,6,2,3,1,1,3,2,1,2,0
181_1,0,2,4,12,12,3,5,9,11,9,4,5,12,15,2,1,2,6,17,6,12,5,15,13,1,8,1,11,15,3,5,3,8,6,7,17,9,4,4,0,6,8,15,13,2,7,9,3,4,1
553_7,16,0,0,0,1,5,4,1,2,5,2,0,0,1,1,5,1,7,9,0,1,0,5,6,4,5,6,2,8,1,2,0,6,1,3,2,0,1,2,0,8,0,1,2,0,5,2,1,3,2
181_3,62,2,16,6,6,19,4,14,1,4,2,6,11,9,2,7,2,9,17,8,2,12,10,5,7,9,7,4,11,1,9,14,7,2,0,12,15,5,4,2,22,2,8,10,0,10,12,2,3,1
181_4,26,0,4,3,3,15,0,8,3,4,1,7,6,2,2,2,3,2,11,3,0,3,2,5,2,1,0,1,7,0,3,4,1,2,3,3,3,4,2,2,20,3,8,4,0,2,4,2,0,0
181_5,68,4,30,7,6,33,6,25,3,10,5,7,6,10,3,27,3,13,15,8,5,16,17,14,1,9,0,6,13,1,5,36,15,3,5,36,17,4,6,6,22,6,16,6,0,13,9,3,5,3
181_6,22,0,1,3,2,13,5,4,0,3,2,1,4,1,0,3,0,1,8,0,2,3,2,2,2,0,0,1,0,5,3,1,0,1,0,4,2,1,0,0,13,6,2,2,2,0,3,2,0,4
553_2,5,2,0,3,2,6,6,5,3,3,0,1,0,0,1,5,1,8,7,1,1,5,7,3,4,5,2,0,4,6,3,2,4,1,3,1,1,3,0,0,3,0,2,2,2,2,4,3,4,2
2022_2,0,0,1,5,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,2,2,0,0,1,3,0,2,1,0,4,9,1,0,0,1,0,0,0,0
445_1,22,14,8,23,11,24,7,18,8,9,22,23,33,7,5,4,4,9,16,19,10,12,6,9,14,12,2,22,12,19,25,5,11,11,18,7,12,2,8,10,60,18,5,7,44,11,11,34,9,25
251_1,0,2,0,1,0,3,0,2,0,0,3,0,0,0,0,0,0,1,2,1,2,1,1,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0
251_2,2,4,0,5,12,46,5,9,2,1,8,1,2,7,0,0,2,16,6,5,0,44,5,2,9,8,0,7,13,2,3,0,3,50,3,17,1,2,1,2,4,2,9,2,23,4,1,1,1,0
251_3,5,0,0,0,1,1,0,0,2,2,0,0,0,9,5,0,1,0,2,2,0,0,0,3,0,6,0,0,2,0,0,2,1,0,0,3,0,1,0,0,0,0,7,6,0,8,0,0,0,0
251_4,1,1,0,2,5,2,0,0,0,3,0,1,0,3,1,0,0,4,10,1,3,5,2,3,3,2,0,1,6,0,1,0,2,0,1,5,2,0,1,0,1,0,7,2,0,1,0,0,1,0
251_5,0,2,5,2,6,0,2,10,11,7,3,1,3,10,1,1,2,2,11,4,9,1,2,2,1,5,0,4,8,1,3,0,2,1,1,12,3,4,1,1,0,4,19,7,0,7,1,1,1,3
754_1,0,2,0,1,5,4,3,3,3,3,1,4,5,4,3,1,1,3,5,8,7,5,4,0,3,2,1,3,7,0,6,3,5,3,1,0,4,1,0,0,1,3,9,10,3,6,5,2,2,3
1372_2,8,15,26,8,6,26,8,8,31,21,11,33,14,37,16,19,19,12,30,27,36,32,5,12,9,21,23,17,21,10,18,17,14,2,10,10,19,12,26,7,13,18,39,66,0,23,14,19,26,10
445_2,40,7,4,19,2,23,10,14,2,6,12,4,10,10,4,6,3,12,7,5,3,28,15,9,12,3,3,13,5,16,10,5,2,17,9,10,3,3,2,3,75,8,4,5,27,4,3,14,6,21
1697_2,164,45,67,16,11,30,30,38,49,24,51,84,59,39,40,48,47,41,38,83,33,19,37,36,39,60,23,19,43,40,74,66,26,16,55,35,40,37,36,39,178,25,40,32,10,45,51,24,52,48
1015_2,29,21,5,34,8,167,17,30,13,16,26,21,10,39,14,22,18,27,16,29,7,120,27,4,6,15,5,40,31,10,10,14,10,25,7,25,5,13,16,11,19,14,43,27,17,18,7,17,10,24
1015_1,16,20,5,56,19,150,10,52,14,12,27,6,5,30,7,15,6,18,12,9,9,108,19,8,5,12,3,48,15,19,7,12,7,23,18,31,4,8,11,29,88,20,27,16,38,14,6,10,8,32
826_1,22,8,10,3,9,33,2,3,3,1,1,2,0,4,1,0,3,2,2,5,0,30,2,3,2,2,1,9,1,7,3,2,1,1,1,2,2,3,0,0,8,8,10,15,3,0,2,7,3,6
437_2,0,1,1,0,1,3,0,0,1,0,2,2,1,0,0,0,2,3,0,0,1,3,0,2,1,1,0,0,1,0,3,0,2,13,0,0,0,2,0,0,0,0,0,1,6,0,2,7,0,3
1697_3,18,17,23,12,2,50,12,6,7,12,11,38,19,14,19,5,28,12,13,33,14,43,13,10,9,29,22,13,18,8,22,17,5,3,4,4,7,17,16,36,17,3,14,24,0,20,15,21,14,10
978_1,3,4,8,1,7,6,0,2,2,4,3,8,7,4,4,3,1,5,20,8,3,3,7,4,3,3,12,3,23,4,6,1,2,3,1,5,5,2,6,0,3,0,5,4,1,4,2,4,1,2
978_2,0,0,1,0,7,5,0,0,2,2,0,7,7,3,2,2,0,1,7,5,4,0,3,3,1,2,0,2,13,0,4,1,3,0,0,1,3,1,3,1,2,0,3,2,1,3,2,0,2,0
1457_5,69,30,9,37,21,100,11,27,12,11,17,8,10,17,1,5,7,13,12,5,19,88,12,7,10,4,3,43,14,5,15,9,9,16,8,11,12,9,7,16,111,18,15,21,40,3,7,20,7,9
437_1,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10_9,59,32,26,12,14,25,24,25,15,17,50,23,44,20,7,10,10,22,22,23,10,40,16,25,35,21,4,18,25,33,42,15,16,39,18,10,23,16,15,33,59,13,20,22,103,16,18,28,23,66
621_1,18,4,9,3,15,38,4,11,8,16,8,15,5,16,2,16,2,14,27,17,9,33,27,9,8,12,2,6,13,2,6,7,9,4,1,55,4,5,8,2,7,2,12,15,4,8,2,3,4,4
127_8,23,3,11,19,16,20,7,9,9,8,2,2,9,9,2,3,3,4,8,5,7,15,7,8,3,5,3,16,5,2,7,4,11,4,22,7,12,4,13,2,13,12,9,4,0,6,6,2,16,0
127_4,46,96,144,23,27,44,63,42,62,74,67,112,80,71,57,101,65,65,67,113,53,86,67,60,55,127,51,33,82,40,68,111,78,37,30,72,64,57,58,42,78,13,69,84,20,101,59,45,77,59
127_5,51,57,132,29,17,34,47,43,64,64,72,95,79,55,27,104,62,68,71,118,50,67,60,75,59,83,24,16,75,43,84,110,69,50,42,69,68,54,55,36,69,15,59,70,24,86,55,43,61,59
127_6,11,3,0,27,5,19,2,2,2,3,2,5,6,5,1,2,0,1,6,7,5,23,2,4,1,3,2,14,6,8,11,3,3,1,5,4,3,0,5,2,20,10,4,5,0,2,6,2,2,3
127_7,16,4,2,22,12,26,2,4,3,4,1,6,7,4,3,3,3,1,1,5,6,21,0,3,3,4,2,16,2,1,12,2,6,2,5,0,4,2,4,3,13,7,2,10,1,2,7,7,4,2
127_1,19,91,71,29,13,68,70,43,43,46,57,76,76,40,45,73,38,67,52,90,39,55,59,53,48,54,49,39,41,42,68,79,39,35,25,70,72,36,38,29,20,23,64,57,20,62,55,51,47,43
127_2,30,44,76,27,17,66,37,23,32,23,36,71,37,51,20,44,30,42,41,63,31,68,33,30,31,38,42,19,28,28,47,64,30,10,14,32,28,24,29,29,18,21,36,44,12,30,31,36,32,36
127_3,13,40,57,18,5,61,25,33,37,29,39,62,56,42,24,33,31,36,28,70,33,60,32,36,29,31,47,35,38,38,49,49,22,19,15,24,44,30,32,15,22,17,40,49,15,45,47,41,32,48
271_8,24,22,26,21,16,29,25,23,21,17,24,28,22,33,15,18,8,43,16,33,9,23,32,20,20,23,2,21,18,5,17,23,17,66,11,24,10,13,9,16,58,15,16,26,34,17,10,19,18,30
1441_5,4,3,2,0,0,2,0,0,1,0,1,3,1,1,2,3,5,2,1,4,2,4,2,0,1,1,13,0,2,1,6,3,0,0,0,0,0,3,11,5,1,0,2,7,0,0,0,2,3,1
1117_4,3,5,9,11,40,31,15,6,21,33,13,10,20,25,11,9,6,14,22,9,22,36,14,21,19,27,13,21,17,2,18,3,19,7,7,7,10,7,28,9,8,11,37,34,10,30,19,8,25,7
1441_6,75,2,3,3,5,0,1,2,8,3,2,14,21,6,2,6,4,5,5,9,7,9,4,2,2,1,14,1,6,2,18,7,3,1,0,2,1,3,9,6,79,5,3,9,1,2,1,5,5,3
1441_1,15,3,2,5,7,9,3,5,5,1,7,8,9,1,6,2,1,8,3,9,1,2,6,1,0,2,4,7,3,2,3,3,0,2,0,0,2,2,2,3,24,1,4,12,3,7,1,1,1,3
1117_3,0,11,20,18,47,34,24,5,36,34,16,13,23,35,14,12,14,26,35,13,43,38,30,21,29,13,12,37,35,3,13,17,22,15,14,15,13,11,17,15,10,24,35,27,19,28,18,3,24,7
1117_2,8,2,5,2,10,6,5,4,5,6,9,20,22,11,6,2,11,5,19,15,6,3,2,14,3,15,5,7,13,3,25,4,11,3,34,8,20,9,8,15,15,0,11,2,2,16,14,2,12,1
1591_13,8,9,13,2,0,3,4,0,4,5,8,24,16,3,7,4,15,8,4,20,4,1,4,1,0,11,9,5,1,12,15,8,2,2,13,1,3,13,13,22,9,2,4,7,5,13,3,5,17,12
1591_12,20,14,18,1,2,18,0,6,5,10,9,16,11,6,7,10,8,8,3,15,2,4,5,6,5,9,8,14,7,19,19,5,2,21,7,1,5,10,9,23,26,5,9,13,9,9,7,11,11,27
1591_11,16,12,9,3,3,10,4,11,5,6,17,27,15,7,8,1,14,6,3,16,6,4,3,3,4,12,15,9,3,9,14,10,2,17,7,2,3,11,6,18,9,3,7,9,9,10,5,13,13,18
1591_10,14,45,35,52,22,53,26,40,36,37,34,19,27,31,14,20,8,16,19,18,35,58,14,14,21,23,14,25,16,20,13,20,12,49,5,30,19,12,22,6,6,55,34,72,60,20,18,38,44,35
271_3,4,10,46,12,6,7,5,9,20,15,7,12,13,21,49,5,44,12,17,8,8,15,11,13,4,28,54,5,16,5,7,24,9,2,7,3,16,53,33,13,9,13,16,16,1,41,15,15,34,6
1056_9,64,12,10,1,7,12,4,8,4,5,6,17,5,8,3,0,3,9,8,18,2,10,6,5,5,12,0,12,10,21,6,5,6,13,6,4,5,12,2,8,13,6,5,4,34,12,6,3,2,56
1056_8,36,46,13,19,14,14,18,14,6,5,36,25,17,7,4,7,8,12,5,20,6,22,17,12,13,11,2,8,6,39,26,13,13,14,26,21,12,2,8,25,37,15,4,8,32,6,9,54,13,42
