,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2238_1,0,0,0,3,4,1,0,4,0,1,1,2,2,2,0,0,1,4,1,2,3,2,2,1,2,2,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,3,3,0,4,3,2,0,1,1
715_9,2,9,5,4,4,19,4,3,8,4,10,1,7,10,6,2,4,8,8,4,8,15,10,3,6,5,3,12,10,14,4,3,3,5,8,6,3,8,7,1,8,23,13,8,5,8,7,2,3,8
715_8,1,0,2,5,0,6,2,0,0,1,0,0,2,5,0,1,9,0,0,2,1,4,1,0,0,3,0,1,3,4,1,1,0,0,1,0,0,7,6,0,1,3,5,5,0,5,0,5,6,1
1239_4,8,4,2,1,0,5,3,3,0,1,5,5,9,2,1,1,3,1,0,1,0,3,1,2,1,3,3,3,1,2,3,4,1,6,7,1,2,3,0,7,22,0,5,1,2,3,6,3,0,1
2085_5,3,2,2,1,2,10,0,0,4,4,1,10,4,5,2,0,0,0,8,4,4,3,2,2,0,3,0,2,8,1,1,0,2,1,5,0,4,1,1,8,6,2,1,6,0,8,4,3,1,0
715_1,4,2,3,2,2,2,1,4,1,3,5,11,5,2,3,4,3,0,3,4,2,6,1,4,0,3,6,2,3,3,6,3,2,0,1,0,1,5,5,4,0,0,4,7,0,4,0,7,2,0
715_3,6,10,6,2,2,6,2,5,5,6,1,19,9,11,9,5,7,4,16,12,3,23,5,2,5,9,7,8,16,8,4,4,2,1,4,1,5,7,6,2,4,5,5,10,2,8,2,22,2,1
715_2,24,13,4,5,0,5,2,2,0,0,6,3,4,5,2,3,2,2,4,4,4,7,6,0,0,5,1,1,2,11,6,1,1,0,3,0,1,5,6,0,18,9,3,4,0,9,3,57,4,8
715_5,4,2,1,3,2,8,1,1,0,4,2,2,3,5,1,5,9,0,5,1,1,9,2,2,0,6,6,2,5,3,4,4,1,2,6,0,0,9,5,0,5,1,4,4,0,9,1,3,1,1
715_4,2,1,2,2,3,4,2,0,1,2,5,2,3,4,5,3,5,2,5,3,3,4,2,1,1,2,5,8,6,5,2,5,2,1,1,0,3,4,4,2,2,1,10,7,4,9,1,2,1,3
715_7,9,38,0,10,0,4,1,4,0,2,6,3,8,6,0,0,2,0,1,5,0,6,0,0,1,3,0,6,1,0,10,0,0,1,3,0,5,1,0,0,16,16,7,8,2,7,1,34,0,1
715_6,2,25,0,18,3,1,2,1,1,1,10,4,6,7,2,1,4,1,4,4,1,12,0,3,1,3,5,1,4,5,3,4,2,0,1,0,2,3,9,1,2,44,4,11,0,1,0,26,1,4
2085_1,4,0,0,0,0,2,0,1,0,0,2,3,1,2,0,0,0,0,1,3,0,1,1,0,0,2,0,1,4,0,3,0,1,0,0,1,2,0,0,4,3,1,0,1,0,0,1,1,0,0
15_14,10,6,3,1,4,1,2,1,4,3,8,1,3,2,4,5,3,6,7,3,5,12,2,6,4,8,4,4,3,2,1,6,2,3,3,3,1,3,7,7,1,4,5,11,7,6,5,1,0,1
15_13,19,11,8,3,2,1,7,4,10,5,13,15,19,5,8,12,17,6,8,17,3,2,7,8,4,12,1,3,9,11,10,15,3,5,14,3,3,14,11,6,21,3,3,8,3,12,4,5,3,14
15_12,7,15,16,1,1,4,3,0,7,4,12,16,10,4,7,5,13,6,7,15,2,3,1,3,5,10,8,2,13,19,12,12,5,7,15,0,3,8,19,8,5,0,7,9,8,5,4,9,10,21
15_11,9,26,14,11,12,27,21,18,16,14,19,21,23,20,6,14,8,19,10,15,18,25,13,12,11,14,3,27,18,12,14,15,10,7,12,5,11,10,15,1,13,12,17,26,16,8,13,31,11,13
15_10,15,28,24,6,13,32,15,11,21,15,24,20,27,10,13,33,15,11,17,26,16,21,10,24,14,13,9,26,24,12,23,24,15,15,23,10,13,14,23,8,14,13,9,18,18,20,18,36,18,25
1204_2,5,4,0,0,1,6,0,1,1,1,3,8,1,0,8,1,1,0,0,5,4,6,2,0,2,2,9,0,1,4,0,1,0,1,1,0,1,4,4,1,3,11,7,2,2,8,0,6,1,2
1204_1,5,1,1,2,0,5,1,0,2,2,0,3,2,4,0,0,0,0,2,1,2,5,0,0,0,2,1,5,1,2,6,0,1,0,0,0,1,0,1,0,9,1,0,0,0,0,1,3,0,1
1874_1,3,2,0,8,0,6,0,0,0,0,0,1,0,1,0,0,4,1,2,3,2,7,0,0,0,1,1,0,1,0,1,4,0,0,0,1,0,1,5,0,1,13,3,3,0,0,0,9,0,1
429_5,0,1,0,5,0,1,0,0,1,1,0,2,5,4,1,1,2,1,0,1,0,7,1,0,1,1,0,8,0,0,5,0,0,0,5,0,0,1,3,1,0,1,2,0,0,2,1,1,2,0
1874_2,4,2,0,10,0,3,1,2,4,3,1,0,2,0,0,0,1,1,0,4,3,10,2,0,2,2,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,28,4,5,2,0,0,3,1,1
429_3,54,0,4,1,12,5,1,0,7,6,2,13,24,16,13,6,7,3,9,17,1,2,4,8,2,21,8,10,11,4,21,7,5,0,60,3,5,18,13,56,54,6,15,2,3,18,7,1,6,3
1398_1,21,11,3,2,2,2,4,0,0,3,3,6,5,7,5,1,14,8,4,4,1,11,8,2,3,3,1,7,3,13,0,1,2,2,3,0,1,8,2,1,4,3,5,4,2,8,1,7,3,5
1398_2,8,5,1,0,0,5,0,0,0,1,0,1,2,1,1,0,4,2,0,4,0,8,1,0,1,3,0,0,0,7,1,0,0,1,0,0,0,6,0,1,0,0,1,3,0,3,0,4,0,2
2010_2,35,11,5,1,14,17,1,3,1,1,11,10,6,7,6,1,7,2,5,13,3,34,2,7,3,1,5,12,1,10,8,3,2,1,4,2,0,4,4,26,37,3,6,9,9,5,1,6,0,3
2010_3,40,13,3,4,20,17,2,2,0,0,1,7,12,7,6,1,6,3,3,8,2,33,1,3,1,3,3,11,3,6,11,2,2,5,6,1,1,4,3,24,30,4,4,10,6,4,1,9,3,2
2010_1,29,5,6,4,17,25,2,4,1,1,6,12,1,10,8,1,9,1,5,12,4,30,0,3,1,4,4,7,5,2,8,2,2,1,2,2,1,5,5,19,28,8,6,12,7,1,2,10,5,0
2010_4,35,16,5,1,21,19,1,1,1,0,6,14,10,6,6,1,5,3,4,11,2,32,2,4,0,5,4,7,4,10,13,1,2,0,4,2,1,3,2,46,38,4,5,9,13,5,1,9,3,6
2010_5,29,17,3,4,18,24,0,0,2,0,0,13,4,6,7,0,5,1,6,7,2,25,2,3,1,3,3,8,6,21,2,3,2,0,7,3,1,3,5,37,42,5,6,9,14,7,0,7,2,4
262_5,4,5,13,10,16,10,14,9,7,10,2,9,8,11,9,1,10,17,11,4,6,8,12,12,8,11,7,17,10,4,9,4,7,12,10,9,2,10,6,1,3,9,9,5,2,14,8,0,8,1
2092_1,0,0,0,1,3,9,0,1,5,3,0,2,0,6,2,0,0,1,5,0,2,5,2,1,0,2,0,5,3,0,3,0,2,0,3,0,1,0,1,2,0,4,5,4,1,5,1,1,0,0
2092_2,0,0,2,10,2,3,1,0,6,3,0,1,1,3,1,0,1,1,0,1,1,3,0,0,1,2,1,6,4,0,4,0,1,0,2,0,1,0,2,0,0,4,2,2,0,0,1,1,2,0
1749_2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1749_1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
1495_2,0,2,8,19,50,14,24,74,32,25,0,7,2,37,0,4,0,31,31,6,24,13,40,27,22,11,0,11,28,1,0,6,32,31,0,56,14,1,5,0,0,20,21,18,47,13,18,0,5,3
720_4,13,18,12,2,7,13,7,2,11,8,14,6,13,2,6,21,10,4,7,11,7,10,4,10,6,5,6,8,7,10,16,11,11,2,7,6,2,6,17,8,17,2,7,11,8,5,4,14,13,13
720_7,9,26,14,11,12,27,21,18,16,14,19,21,23,20,6,14,8,19,10,15,18,25,13,12,11,14,3,27,18,12,14,15,10,7,12,5,11,10,15,1,13,12,17,26,16,8,13,31,11,13
720_6,15,28,24,6,13,32,15,11,21,15,24,20,27,10,13,33,15,11,17,26,16,21,10,24,14,13,9,26,24,12,23,24,15,15,23,10,13,14,23,8,14,13,9,18,18,20,18,36,18,25
1667_3,76,8,11,10,4,1,18,11,4,8,23,10,18,6,2,8,16,9,6,15,3,1,10,10,15,5,0,5,8,5,24,20,15,3,24,3,8,13,8,20,62,4,8,6,9,4,3,23,11,11
1667_2,6,9,7,0,4,1,5,1,4,6,8,18,11,3,5,0,12,2,3,18,5,3,1,3,3,8,7,9,4,17,8,4,5,3,15,6,0,6,10,28,9,3,2,6,44,6,1,0,10,22
1667_1,5,8,8,6,1,1,4,3,5,8,5,21,14,16,7,3,10,6,4,14,6,11,5,7,10,7,1,13,8,18,16,4,2,2,16,4,4,8,12,11,15,4,12,8,17,12,6,5,11,9
720_2,14,4,3,2,2,55,2,2,12,17,7,4,5,22,9,1,9,8,10,3,3,56,10,3,3,17,3,4,12,8,7,3,2,14,4,1,1,7,3,0,13,16,25,40,4,19,1,18,4,15
1324_1,19,15,5,0,1,9,2,1,4,1,10,7,1,4,6,2,10,3,2,10,1,26,6,3,3,4,6,0,4,9,2,2,1,2,0,2,2,8,7,4,18,6,3,22,1,5,2,4,5,9
720_8,19,11,8,3,2,1,7,4,10,5,13,15,19,5,8,12,17,6,8,17,3,2,7,8,4,12,1,3,9,11,10,15,3,5,14,3,3,14,11,6,21,3,3,8,3,12,4,5,3,14
1324_2,15,2,16,8,10,9,8,9,3,6,3,19,7,15,14,6,17,9,22,15,13,14,9,15,4,8,10,7,15,6,9,13,13,5,5,3,8,17,9,1,8,18,14,11,1,13,11,13,4,3
1994_2,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0
44_3,12,0,1,3,1,0,0,2,0,2,1,1,1,1,1,0,0,0,0,3,0,2,1,0,0,2,0,4,1,0,2,0,0,0,0,0,2,0,0,1,1,1,4,3,0,4,3,0,0,0
1626_1,7,3,10,5,22,10,4,5,12,5,10,26,16,12,3,4,9,7,19,17,5,2,10,10,3,15,4,9,18,3,22,3,3,1,20,3,9,4,7,4,5,6,14,7,1,9,10,5,8,0
44_4,19,0,0,0,4,2,0,1,2,4,2,6,0,1,1,0,0,2,5,6,2,2,5,1,0,4,0,1,3,0,1,1,2,2,2,0,0,2,1,0,15,1,4,9,5,6,0,0,1,1
79_6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,2,3,1,1,1,2,0,0,4,0,0,0,6,2,0,1,1,1,1,0,2,0,1,2,2
433_2,1,0,0,0,0,0,1,3,1,1,1,0,2,2,1,1,2,1,6,1,2,1,1,1,0,1,0,3,2,0,0,0,2,0,1,0,0,2,2,0,0,0,1,1,0,2,0,0,2,0
433_3,0,0,0,1,2,2,2,1,1,1,1,0,1,0,0,1,3,3,8,0,0,1,1,2,3,3,5,0,8,0,1,1,3,0,1,0,2,3,4,0,0,0,0,0,0,5,1,0,4,0
1084_8,0,0,0,0,6,4,0,0,2,4,0,1,1,2,0,0,0,4,7,1,3,5,1,2,0,0,0,1,3,0,2,0,1,0,0,1,0,0,1,0,1,4,2,1,0,0,1,0,0,0
1529_8,150,3,3,22,4,6,3,1,1,2,1,11,5,0,2,6,4,5,1,8,1,5,3,5,4,2,1,4,1,3,2,5,6,3,3,13,0,4,0,1,17,1,2,2,2,4,1,3,2,3
433_1,0,0,0,0,0,7,2,1,1,1,1,1,1,0,1,3,1,1,7,1,0,1,2,1,1,2,5,0,6,0,0,0,1,0,0,0,2,2,0,0,0,1,0,1,0,3,1,1,3,0
79_1,4,3,2,1,0,0,1,0,0,2,5,0,0,0,8,0,15,2,1,0,0,0,4,0,0,4,11,0,2,0,2,0,0,0,1,0,0,16,7,1,1,0,0,0,0,6,1,0,4,0
1529_2,8,79,9,83,19,126,53,27,21,22,56,15,23,20,6,17,5,31,20,19,25,67,38,11,47,17,5,26,14,39,28,11,11,114,11,36,15,9,8,5,8,39,24,34,58,14,19,18,17,65
1084_1,11,2,0,7,3,42,0,1,1,0,1,2,0,1,0,0,0,3,5,3,1,48,0,1,1,1,2,4,6,1,3,0,0,9,3,0,0,0,1,2,15,3,5,4,4,0,0,4,1,7
1084_2,21,3,2,1,7,46,1,1,1,0,6,5,1,3,0,2,1,5,7,3,1,47,4,6,2,3,0,4,7,10,1,3,4,1,6,0,1,3,1,1,34,4,1,5,0,3,4,7,0,2
1084_3,21,1,1,3,12,55,0,8,3,1,1,5,1,2,2,0,0,3,8,4,2,88,1,0,4,1,3,11,10,1,0,0,1,0,0,0,2,0,1,0,15,6,2,3,1,3,1,8,0,0
1529_6,7,69,12,86,28,121,61,28,12,23,44,15,15,23,7,20,10,44,20,14,36,49,43,24,52,13,20,51,17,43,12,11,24,118,7,43,15,6,18,11,12,31,30,34,72,13,19,2,26,45
1181_1,2,6,17,2,5,51,16,11,10,10,4,12,4,9,3,30,2,23,13,7,7,7,18,18,17,3,5,2,9,2,7,20,11,10,0,44,6,1,4,5,30,1,9,9,4,4,2,1,3,3
1181_2,2,7,23,0,13,59,30,17,7,10,5,18,3,7,2,38,5,23,9,13,7,6,29,20,21,8,4,2,7,0,8,35,19,22,0,59,6,7,11,4,32,0,6,15,10,5,8,0,10,7
1084_7,2,0,2,0,5,2,2,4,3,4,0,0,2,3,3,2,12,2,7,0,0,3,6,2,1,0,3,0,4,0,1,2,4,2,0,0,0,12,4,0,0,1,1,1,3,0,1,0,3,5
1456_3,1,0,9,2,5,11,1,2,3,2,0,3,3,5,4,1,3,3,8,5,1,6,1,2,0,7,2,5,9,0,5,3,3,0,12,0,3,2,4,11,7,0,2,2,0,6,2,1,7,0
433_4,1,2,1,0,2,8,2,1,1,0,1,0,0,2,2,6,7,3,5,1,0,1,2,1,0,4,7,0,8,0,2,1,3,1,5,0,2,4,4,0,1,0,0,0,1,4,1,2,2,0
2279_9,3,7,11,0,13,4,5,3,11,12,2,9,7,16,13,8,26,9,19,10,4,10,7,7,3,10,15,13,15,3,6,9,5,8,14,7,7,30,20,17,1,0,7,3,5,7,3,0,5,8
1180_6,86,18,52,4,15,78,27,21,14,12,24,30,9,12,6,104,7,37,21,16,9,23,45,20,37,9,8,8,17,17,7,104,28,30,7,87,15,12,15,5,50,3,17,32,28,11,20,1,18,28
1503_5,1,1,2,1,4,10,11,5,14,8,5,7,15,7,7,6,5,6,6,2,5,12,4,12,6,4,4,11,5,4,10,6,9,4,8,3,4,3,14,0,2,0,7,10,1,8,4,0,9,2
91_1,2,0,2,0,0,3,1,1,1,2,0,1,1,5,0,0,1,0,1,1,1,5,2,1,0,0,3,2,1,0,0,0,0,1,0,0,1,2,1,0,0,3,4,1,0,1,0,0,1,1
1456_2,5,1,0,1,4,10,0,2,4,4,0,3,1,6,2,1,4,3,2,3,3,6,2,8,3,6,3,2,3,1,10,3,9,1,11,1,2,3,3,15,4,0,3,3,0,2,2,1,3,1
535_1,0,0,0,3,1,1,1,6,0,1,0,1,2,0,0,0,2,0,4,0,0,0,0,0,0,2,0,1,3,0,1,0,1,6,0,1,0,0,0,1,0,2,2,1,1,2,1,0,0,0
426_10,7,10,23,8,11,43,32,14,12,15,10,18,15,16,9,16,7,20,16,16,20,31,22,19,27,20,4,23,16,9,10,25,13,31,16,22,13,3,9,20,17,4,24,28,18,19,19,15,21,12
426_11,22,12,16,14,10,19,16,23,13,6,17,24,9,18,3,15,9,22,12,18,17,27,13,10,15,11,5,14,13,14,12,14,9,15,12,5,10,6,5,14,15,5,12,38,12,7,18,10,7,20
1877_4,19,9,4,5,3,5,4,4,8,8,5,3,9,5,18,6,18,2,5,4,2,7,5,5,5,9,18,6,4,9,11,13,5,3,9,5,1,14,15,9,13,7,7,8,3,9,3,8,10,4
382_1,102,28,23,27,22,99,40,54,15,15,29,27,11,30,5,15,7,36,30,33,11,68,45,23,42,29,5,52,22,21,18,24,26,61,21,33,20,9,9,19,111,18,21,35,54,16,20,16,14,24
382_3,84,12,28,31,20,89,30,28,23,11,8,24,9,29,8,18,10,23,23,27,11,76,28,17,39,12,5,83,18,11,8,31,15,31,10,34,13,13,11,17,109,17,28,32,41,11,10,4,17,8
382_2,74,17,14,27,24,89,40,55,21,16,28,21,23,24,4,19,4,27,26,28,23,69,38,26,39,17,1,65,23,14,18,18,22,50,23,25,30,10,11,15,78,25,24,38,35,14,21,13,10,17
591_3,64,9,11,12,19,97,7,13,8,17,15,23,9,12,20,11,8,19,26,32,8,63,26,11,9,14,12,19,23,8,7,11,5,8,18,13,1,8,11,0,37,2,19,24,10,13,2,21,9,8
382_4,42,52,56,3,9,31,19,16,40,29,52,44,31,33,46,33,45,13,26,36,24,18,30,12,19,35,117,7,20,27,25,28,17,13,18,13,8,55,42,21,23,10,23,30,10,43,13,12,53,33
591_1,25,15,6,5,18,101,8,14,3,5,27,17,3,13,3,5,8,16,12,17,10,83,21,9,5,14,5,12,22,14,5,6,3,25,11,2,5,6,3,4,44,16,21,23,12,12,3,12,4,25
301_1,9,6,3,2,2,2,7,4,7,4,6,15,18,5,6,8,8,10,5,13,4,4,5,3,3,8,0,7,9,6,17,3,6,13,19,7,1,6,4,20,4,1,9,15,8,8,2,3,3,12
382_8,29,76,79,24,8,20,63,41,45,51,47,65,30,58,34,69,48,67,49,49,25,25,60,47,58,47,82,29,32,44,37,85,38,32,23,71,53,47,35,24,26,18,48,48,13,41,74,39,48,60
2058_4,11,4,2,4,1,4,3,2,5,2,1,14,11,8,3,0,6,2,5,12,2,6,3,4,3,6,4,9,8,0,20,2,5,10,6,1,7,4,7,1,24,1,7,2,14,4,7,3,6,4
2058_5,16,2,1,2,2,3,4,6,2,1,2,6,11,0,4,2,2,4,6,7,7,4,6,2,8,4,4,9,5,0,17,2,2,18,2,4,6,4,4,6,21,3,3,4,18,2,10,5,6,3
2058_2,9,3,4,5,1,4,5,1,2,3,2,14,12,7,6,1,8,1,4,10,1,7,2,2,3,3,2,10,7,0,17,1,6,1,4,0,11,7,8,14,26,1,5,3,7,2,2,3,4,3
2058_3,16,1,1,2,1,2,2,7,2,1,6,8,15,4,5,5,5,2,5,4,4,4,5,4,4,5,7,5,7,0,18,0,3,0,4,2,5,8,11,1,22,3,6,1,2,8,10,3,5,4
2058_1,2,2,0,2,0,1,1,1,2,3,0,0,0,5,0,0,0,1,2,0,3,1,1,1,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,5,3,4,0,3,1,0,0,0
43_2,6,0,3,0,1,0,3,0,3,2,0,7,2,3,5,1,4,1,2,4,3,2,0,0,1,4,4,6,3,1,2,2,3,1,7,1,2,4,2,2,0,0,5,1,1,4,3,4,2,0
43_3,17,9,4,44,53,43,7,10,13,13,5,2,9,9,6,6,0,15,15,5,16,28,19,16,10,8,7,32,19,31,12,3,21,11,5,15,10,2,9,1,33,49,11,10,12,5,11,2,9,3
98_4,78,54,42,12,0,4,12,5,16,12,38,33,18,6,14,26,32,14,7,28,5,7,14,4,9,23,45,5,10,48,10,15,9,11,12,5,4,36,47,30,39,3,7,19,5,29,6,26,50,43
43_1,10,0,2,2,0,2,2,0,0,0,0,3,2,0,3,0,0,0,0,4,2,3,0,0,2,2,2,4,0,0,2,0,1,0,6,0,2,1,2,2,4,0,0,3,0,1,2,3,2,0
43_6,0,6,20,3,4,6,13,7,8,10,9,8,4,8,3,4,2,14,7,11,2,4,5,9,13,6,2,3,7,1,4,6,11,4,3,9,8,4,4,7,2,2,12,9,1,5,2,2,5,3
43_7,63,14,52,40,19,44,41,39,21,26,12,16,16,27,9,104,14,31,21,24,21,71,29,33,37,20,4,50,22,40,9,90,38,23,36,57,16,13,24,30,5,40,24,37,32,20,22,9,30,13
43_4,21,7,7,67,16,35,1,6,7,5,5,8,16,6,5,6,0,4,13,7,4,15,3,6,6,4,4,16,7,43,10,4,3,1,4,2,7,1,6,2,53,72,10,6,4,5,5,5,8,0
43_5,2,10,13,9,8,9,7,9,11,4,12,8,6,9,4,5,4,9,9,21,13,17,11,5,6,9,1,8,11,12,8,5,5,4,12,5,11,5,3,10,5,12,17,14,5,7,11,10,8,11
602_4,80,13,20,12,6,21,26,16,15,22,40,16,23,13,9,35,3,15,10,8,20,18,22,24,32,14,14,14,10,10,16,32,27,29,7,23,21,3,13,5,91,11,18,16,30,11,18,10,22,6
602_5,24,44,5,18,5,13,12,28,11,6,40,24,44,15,8,13,10,23,19,31,11,31,16,16,17,10,14,15,11,20,49,16,17,22,2,7,23,10,10,3,74,5,10,9,23,12,28,27,10,55
602_6,30,49,38,16,10,15,43,30,33,28,35,36,63,27,12,44,13,38,36,50,19,31,29,30,32,23,16,22,39,25,57,51,40,27,11,34,35,16,26,3,71,14,39,18,31,22,36,25,32,62
1877_1,9,9,11,5,5,12,8,17,11,12,12,10,7,8,5,7,7,11,6,8,6,9,10,3,6,7,6,10,10,6,13,7,4,39,20,7,6,12,10,6,17,2,8,5,36,14,5,6,7,11
602_1,14,0,4,2,3,16,7,3,2,7,5,2,3,7,5,4,8,7,12,4,6,32,3,4,4,13,2,11,13,6,2,3,4,3,11,0,4,8,11,1,9,5,6,1,3,16,2,0,6,11
602_2,15,5,6,6,2,11,3,4,2,2,6,5,4,7,5,8,11,5,11,8,2,17,4,5,2,14,2,8,15,4,3,5,6,2,8,4,5,14,11,15,7,10,8,3,2,23,3,2,5,3
602_3,34,5,7,14,3,24,3,6,4,2,9,6,1,8,3,5,10,10,12,8,6,39,9,9,4,9,1,13,12,8,2,3,6,13,14,7,6,11,12,40,6,12,15,14,3,13,3,0,3,5
2019_3,1,69,16,1,20,0,55,2,10,4,52,7,3,6,1,42,0,33,10,9,13,3,20,52,53,5,4,1,10,24,2,51,45,111,0,76,6,0,9,0,2,2,7,39,139,5,0,8,7,110
2019_2,4,17,274,0,53,1,166,16,110,158,20,79,42,37,34,448,35,175,98,67,31,0,171,270,142,122,71,9,95,1,46,388,280,7,46,225,64,43,146,52,0,0,39,13,4,98,83,2,178,22
2019_1,1,21,271,2,24,1,140,37,132,187,17,61,64,47,39,385,45,148,110,72,56,1,157,276,166,149,75,17,138,2,46,322,257,19,82,157,102,37,157,93,0,2,59,17,1,144,111,5,232,11
2019_4,1,148,8,1,36,5,67,5,7,4,121,7,3,12,0,21,0,51,9,11,13,13,59,63,70,3,3,0,12,41,3,28,67,192,0,103,8,0,4,0,4,2,13,23,231,3,4,4,4,134
1123_1,0,0,1,1,3,7,3,4,6,5,0,7,0,6,1,0,1,4,2,2,5,4,8,5,3,6,1,5,5,1,4,0,3,8,3,2,1,1,1,2,4,2,4,4,3,4,4,1,4,0
1123_2,4,0,0,3,1,2,0,0,0,1,3,1,0,3,0,0,0,1,2,0,1,3,2,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
1123_3,0,0,1,0,0,1,2,0,0,1,0,1,2,2,0,0,2,0,1,1,0,4,0,2,2,3,3,1,0,0,2,1,1,0,2,0,1,0,1,2,0,0,3,1,0,2,0,0,1,0
1123_4,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
1123_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1123_6,0,0,0,2,0,0,0,1,0,0,2,1,2,0,0,0,0,1,0,2,0,6,5,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0
1123_7,0,6,2,5,73,26,25,30,7,3,4,4,2,17,0,5,0,32,19,1,10,19,33,19,25,2,2,4,12,4,1,7,24,52,2,52,4,1,1,0,1,7,13,10,29,3,4,1,2,4
188_1,3,3,3,9,1,18,0,1,0,0,0,5,6,5,2,0,2,0,1,4,4,9,0,0,0,3,5,4,2,2,3,1,1,1,1,0,2,1,5,3,14,11,3,1,13,9,0,4,5,2
188_2,4,2,3,6,10,22,2,2,1,2,0,2,0,2,1,0,0,4,4,1,0,2,2,1,0,2,3,1,4,0,0,0,1,1,0,1,0,1,3,0,8,2,2,3,2,0,0,6,3,0
2296_2,0,0,0,1,5,7,1,0,3,3,0,4,3,5,0,0,1,0,6,9,5,2,4,1,0,5,0,0,1,1,3,1,2,0,1,5,1,0,1,0,0,0,5,9,1,2,0,1,1,0
2296_1,1,0,2,2,1,2,3,1,5,2,0,4,2,3,0,0,0,6,5,3,2,1,3,2,2,1,1,1,5,0,1,0,1,0,1,0,4,0,3,1,0,1,1,9,2,4,1,1,1,0
309_2,47,43,56,7,9,11,15,6,26,28,48,42,37,13,76,18,84,17,22,40,11,7,24,21,14,50,90,7,29,37,34,33,16,8,46,0,12,93,74,102,34,8,13,17,11,69,13,40,55,39
309_3,55,61,50,26,7,26,13,18,14,25,46,44,29,15,78,19,89,12,11,37,10,10,7,15,18,40,91,9,21,74,33,30,14,6,36,3,13,99,71,65,42,9,16,25,24,54,6,70,53,67
2117_2,3,35,80,26,37,45,54,62,87,88,37,70,93,65,39,94,79,67,83,70,62,19,68,68,67,67,49,50,87,25,76,76,62,12,47,41,79,77,82,17,26,15,73,38,8,52,75,19,88,35
2117_3,10,31,72,16,18,25,51,37,65,70,26,38,57,39,43,68,47,49,53,41,39,19,60,44,52,61,40,49,62,19,56,67,43,22,36,34,59,48,38,9,18,13,48,18,17,62,62,15,56,29
1028_1,16,11,5,2,4,24,2,5,5,2,10,19,3,14,1,14,14,8,6,10,5,22,5,4,3,3,0,1,6,9,4,8,2,9,2,13,4,11,4,21,4,15,7,17,1,5,5,3,2,6
2191_2,4,3,2,7,10,37,1,6,7,0,4,6,8,9,1,0,2,6,6,4,7,14,7,1,0,5,2,7,6,2,8,3,6,3,3,1,5,5,2,0,6,25,4,22,7,6,5,21,1,2
2191_1,4,6,1,4,1,9,1,1,0,0,4,1,1,3,2,1,2,4,2,4,4,12,3,0,1,2,2,4,1,4,0,1,1,1,6,1,1,3,1,0,7,8,2,16,7,4,1,5,1,2
88_3,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,3,1,1,0,1,4,1,0,1,4,0,1,0,1,0,1,0,0,0,0,3,2,0,0,1,1,0,0,1,0,0,1,0
1668_4,29,46,50,19,47,18,94,56,54,70,50,49,74,43,8,57,33,95,63,58,33,15,100,62,82,53,60,51,76,12,66,49,59,87,82,57,54,31,63,68,53,10,35,17,58,48,52,28,91,24
1668_5,38,61,66,20,30,25,79,46,71,80,60,77,106,43,19,90,47,97,85,72,36,17,90,71,70,51,66,42,76,32,102,72,79,76,110,37,50,52,66,65,78,15,44,13,43,49,51,28,107,49
88_2,58,20,18,4,17,54,5,7,18,12,24,25,24,25,18,12,25,18,21,26,7,51,6,15,5,15,24,44,24,24,23,10,11,13,35,7,12,19,13,13,34,9,14,17,0,30,12,13,15,52
1668_1,12,2,5,12,6,12,1,6,4,1,0,9,10,7,7,0,2,3,2,8,1,10,4,2,0,8,5,2,4,2,8,2,0,0,0,3,6,2,5,1,5,5,5,16,1,7,3,8,2,1
